group_code,group_name,cust_name,acc_manager,acc_num,date,year,month,total_distribution,total_energy,peak_max,offpeak_max,present_bill,proposed_bill,dollar_difference,percent_diff,rate_class
999,WALMART CO.,WALMART,Jody Smith,2739401274,201509,2015,Sep,85.26,33258,62.36,59.56,3331.98,3379.69,47.7,0.014,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201510,2015,Oct,98.33,21867,94.18,38,2195.73,2305.21,109.48,0.05,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201511,2015,Nov,41.41,89876,96.63,23.27,8989.93,9082.38,92.46,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201512,2015,Dec,40.59,38989,9.63,17.05,3908.84,3969.14,60.3,0.015,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201501,2015,Jan,47.02,34665,56.78,87.45,3473.52,3527.73,54.22,0.016,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201502,2015,Feb,77.68,25372,39.52,29.01,2549.17,2600.46,51.28,0.02,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201503,2015,Mar,81.96,78201,73.2,4.78,7832.59,7967.66,135.07,0.017,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201504,2015,Apr,42.76,59542,17.38,43.68,5960.4,6018.78,58.38,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201505,2015,May,60.19,9455,2.29,66.69,953.5,1039.76,86.27,0.09,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201506,2015,Jun,52.96,47946,83.25,45.46,4800.42,4927.71,127.29,0.027,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201507,2015,Jul,50.11,85665,57.85,2.37,8574.75,8682.57,107.82,0.013,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201508,2015,Aug,67.62,79448,91.97,72.5,7953.15,8097.12,143.98,0.018,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201509,2015,Sep,47.81,69208,14.29,78.42,6931.15,7051.17,120.02,0.017,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201510,2015,Oct,29.08,80125,25.66,50.78,8016.95,8122.59,105.64,0.013,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201511,2015,Nov,58.34,17497,80.56,30.91,1761.38,1837.99,76.61,0.043,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201512,2015,Dec,6.29,96338,46.95,83.35,9642.14,9804.29,162.15,0.017,GS >500 kW
